canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,label_source,fig_include,class_score,margin,seed_sim,needs_review,review_reason,source,abstract,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:wipfromdetectiontoexplanationusingllmsforadversarialscenarioanalysisinvehicles,,,$\$WIP$\$: From Detection to Explanation: Using $\$LLMs$\$ for Adversarial Scenario Analysis in Vehicles,2025,,3rd USENIX Symposium on Vehicle Security and Privacy (VehicleSec 25),,,Trajectory-related,predicted,0,,,,False,,seed,,,,,,,,,,
title:fewshottestingofautonomousvehicleswithscenariosimilaritylearning,W4403783017,,Few-shot testing of autonomous vehicles with scenario similarity learning,2024,,arXiv preprint arXiv:2409.14369,,1,Perception-related,groundtruth,1,,,,False,,seed,"Testing and evaluation are critical to the development and deployment of autonomous vehicles (AVs). Given the rarity of safety-critical events such as crashes, millions of tests are typically needed to accurately assess AV safety performance. Although techniques like importance sampling can accelerate this process, it usually still requires too many numbers of tests for field testing. This severely hinders the testing and evaluation process, especially for third-party testers and governmental bodies with very limited testing budgets. The rapid development cycles of AV technology further exacerbate this challenge. To fill this research gap, this paper introduces the few-shot testing (FST) problem and proposes a methodological framework to tackle it. As the testing budget is very limited, usually smaller than 100, the FST method transforms the testing scenario generation problem from probabilistic sampling to deterministic optimization, reducing the uncertainty of testing results. To optimize the selection of testing scenarios, a cross-attention similarity mechanism is proposed to learn to extract the information of AV's testing scenario space. This allows iterative searches for scenarios with the smallest evaluation error, ensuring precise testing within budget constraints. Experimental results in cut-in scenarios demonstrate the effectiveness of the FST method, significantly enhancing accuracy and enabling efficient, precise AV testing.",,,,,,,,,
title:towardsamultiagentvisionlanguagesystemforzeroshotnovelhazardousobjectdetectionforautonomousdrivingsafety,W4414432334,,Towards a multi-agent vision-language system for zero-shot novel hazardous object detection for autonomous driving safety,2025,,arXiv preprint arXiv:2504.13399,,3,Perception-related,groundtruth,1,,,,False,,seed,"Detecting anomalous hazards in visual data, particularly in video streams, is a critical challenge in autonomous driving. Existing models often struggle with unpredictable, out-of-label hazards due to their reliance on predefined object categories. In this paper, we propose a multimodal approach that integrates vision-language reasoning with zero-shot object detection to improve hazard identification within traffic scene data. Our approach consists of a pipeline that integrates both Vision-Language Model (VLM) and Large-Language Model (LLM) capabilities to solve the problem of detecting out-of-label hazards within traffic scene data. We refine object detection by incorporating OpenAI’s CLIP model to match predicted hazards with bounding box annotations, improving localization accuracy. To assess model performance, we extended the foundational COOOL (Challenge-of-Out-of-Label) anomaly detection benchmark dataset by adding full natural language hazard descriptions as ground truth annotations. Additionally, we evaluated our pipeline’s hazard labels through cosine similarity in order to consider the semantic similarity between the predicted hazard description and the annotated ground truth for each video. Our findings highlight the strengths and limitations of current vision-language based approaches, offering insights into future improvements in autonomous hazard detection systems. Our models, scripts, and data can be found at https://github.com/mi3labucm/COOOLER.git",,,,,,,,,
title:diffscenediffusionbasedsafetycriticalscenariogenerationforautonomousvehicles,W4409366385,,Diffscene: Diffusion-based safety-critical scenario generation for autonomous vehicles,2025,,Proceedings of the AAAI Conference on Artificial Intelligence,,26,Trajectory-related,groundtruth,1,,,,False,,seed,"The field of Autonomous Driving (AD) has witnessed significant progress in recent years. Among the various challenges faced, the safety evaluation of autonomous vehicles (AVs) stands out as a critical concern. Traditional evaluation methods are both costly and inefficient, often requiring extensive driving mileage in order to encounter rare safety-critical scenarios, which are distributed on the long tail of the complex real-world driving landscape. In this paper, we propose a unified approach, Diffusion-Based Safety-Critical Scenario Generation (DiffScene), to generate high-quality safety-critical scenarios which are both realistic and safety-critical for efficient AV evaluation. In particular, we propose a diffusion-based generation framework, leveraging the power of approximating the distribution of low-density spaces for diffusion models. We design several adversarial optimization objectives to guide the diffusion generation under predefined adversarial budgets. These objectives, such as safety-based objective, functionality-based objective, and constraint-based objective, ensure the generation of safety-critical scenarios while adhering to specific constraints. Extensive experimentation has been conducted to validate the efficacy of our approach. Compared with 6 SOTA baselines, DiffScene generates scenarios that are (1) more safety-critical under 3 metrics, (2) more realistic under 5 distance functions, and (3) more transferable to different AV algorithms. In addition, we demonstrate that training AV algorithms with scenarios generated by DiffScene leads to significantly higher performance in terms of the safety-critical metrics compared to baselines. These findings highlight the potential of DiffScene in addressing the challenges of AV safety evaluation, paving the way for safer AV development.",,,,,,,,,
title:gaia2acontrollablemultiviewgenerativeworldmodelforautonomousdriving,W4409046497,,Gaia-2: A controllable multi-view generative world model for autonomous driving,2025,,arXiv preprint arXiv:2503.20523,,1,Trajectory-related,groundtruth,1,,,,False,,seed,"Generative models offer a scalable and flexible paradigm for simulating complex environments, yet current approaches fall short in addressing the domain-specific requirements of autonomous driving - such as multi-agent interactions, fine-grained control, and multi-camera consistency. We introduce GAIA-2, Generative AI for Autonomy, a latent diffusion world model that unifies these capabilities within a single generative framework. GAIA-2 supports controllable video generation conditioned on a rich set of structured inputs: ego-vehicle dynamics, agent configurations, environmental factors, and road semantics. It generates high-resolution, spatiotemporally consistent multi-camera videos across geographically diverse driving environments (UK, US, Germany). The model integrates both structured conditioning and external latent embeddings (e.g., from a proprietary driving model) to facilitate flexible and semantically grounded scene synthesis. Through this integration, GAIA-2 enables scalable simulation of both common and rare driving scenarios, advancing the use of generative world models as a core tool in the development of autonomous systems. Videos are available at https://wayve.ai/thinking/gaia-2.",,,,,,,,,
title:apathdrivenprobabilisticframeworkforsimulatingabnormalbehaviorinautonomousdrivingscenarios,W4413018694,,A Path-Driven Probabilistic Framework for Simulating Abnormal Behavior in Autonomous Driving Scenarios,2025,,2025 IEEE Intelligent Vehicles Symposium (IV),,0,Trajectory-related,groundtruth,1,,,,False,,seed,"Achieving high-level autonomous driving poses significant challenges, primarily due to the extensive and time-consuming testing required for low-probability abnormal behavior scenarios. Existing simulation platforms are limited by microscopic traffic flow models based on car-following and lane-changing theories (focused on the behavior of individual vehi-cles), which limits the implementation of complex and diverse abnormal behaviors such as road deviation and cutting in. This paper proposes an Abnormal behavior Generation model based on Event Probability triggers and Static paths (AGEPS model), which is capable of continuously and automatically generating abnormal behaviors without disrupting normal traffic flow. The AGEPS model is computationally efficient and scalable, as it decouples path optimization and trajectory tracking from obstacle avoidance, using explicit control law for both tracking and avoidance. The paper demonstrates three typical abnormal behaviors: Overtaking on the Right (OOR), Driving on the Lane Line (DOL), and Sudden Braking (SUB), indicating that the AGEPS model effectively generates these behaviors by selecting and tracking target static paths while adjusting lateral offsets and desired speeds. Experimental results validate the AGEPS model's effectiveness and its ability to generate abnormal behaviors continuously. Simulation results indicate that the AGEPS model reduces single-step computation time (including decision-making and control) by over 92.8 % compared to the MPC controller, with a single-step execution time of just 4 ms.",,,,,,,,,
title:foundationmodelsinautonomousdrivingasurveyonscenariogenerationandscenarioanalysis,W4415068890,,Foundation Models in Autonomous Driving: A Survey on Scenario Generation and Scenario Analysis,2025,,arXiv preprint arXiv:2506.11526,,9,Trajectory-related,groundtruth,1,,,,False,,seed,"Ensuring the safety of autonomous vehicles in real-world environments requires handling a wide spectrum of diverse and rare driving scenarios. Scenario-based testing addresses this need by offering a scalable and controlled approach to develop and validate autonomous driving systems. However, traditional scenario generation methods relying on rule-based logic, knowledge-driven models, or data-driven synthesis often yield limited diversity and unrealistic cases. With the emergence of foundation models, which represent a new generation of pre-trained, general-purpose Artificial Intelligence (AI) models, developers can process heterogeneous inputs (e.g., natural language, sensor data, maps, and control actions), enabling the synthesis, interpretation, analysis of complex driving scenarios. In this paper, we review the use of foundation models for scenario generation and scenario analysis in autonomous driving. Our survey presents a unified taxonomy that includes large language models, vision language models, multimodal large language models, diffusion models, and world models for the generation and analysis of autonomous driving scenarios, outlining their fundamental principles, applications, and corresponding evaluation metrics. In addition, we review the methodologies, open-source datasets, simulation platforms, and benchmark challenges. Finally, the survey concludes by highlighting the open challenges, research questions and promising future directions in applying foundation models to scenario generation and analysis in autonomous driving. All reviewed papers are listed in a continuously maintained repository, which is publicly available and updated with new research: GitHub.com/TUM-AVS/FM-for-Scenario-Generation-Analysis.",,,,,,,,,
title:automatedvehiclesatunsignalizedintersectionssafetyandefficiencyimplicationsofmixedhumanautomatedtraffic,W4415495332,,Automated Vehicles at Unsignalized Intersections: Safety and Efficiency Implications of Mixed-Human-Automated Traffic,2024,,arXiv preprint arXiv:2410.12538,,2,Background,background,0,,,,False,,seed,"The integration of automated vehicles (AVs) into transportation systems presents an unprecedented opportunity to enhance road safety and efficiency. However, understanding the interactions between AVs and human-driven vehicles (HVs) at intersections remains an open research question. This study aims to bridge this gap by examining behavioral differences and adaptations of AVs and HVs at unsignalized intersections by utilizing two large-scale AV datasets from Waymo and Lyft. By using a systematic methodology, the research identifies and analyzes merging and crossing conflicts by calculating key safety and efficiency metrics, including time to collision, post-encroachment time, maximum required deceleration, time advantage, and speed and acceleration profiles. Through this approach, the study assesses the safety and efficiency implications of these behavioral differences and adaptations for mixed-autonomy traffic. The findings reveal a paradox: while AVs maintain larger safety margins, their conservative behavior can lead to unexpected situations for human drivers, potentially causing unsafe conditions. From a performance point of view, human drivers tend to exhibit more consistent behavior when interacting with AVs versus other HVs, suggesting AVs may contribute to harmonizing traffic flow patterns. Moreover, notable differences were observed between Waymo and Lyft vehicles, which highlights the importance of considering manufacturer-specific AV behaviors in traffic modeling and management strategies for the safe integration of AVs. The processed dataset, as well as the developed algorithms and scripts, are openly published to foster research on AV–HV interactions.",,,,,,,,,
title:acomprehensivesurveyoffederatedlearningapproachesforprivacypreservingmachinelearning,,,A comprehensive survey of federated learning approaches for privacy-preserving machine learning,2025,,Tech-Sphere Journal for Pure and Applied Sciences,,,Background,background,0,,,,False,,seed,,,,,,,,,,
title:identificationofriskscenarioparametersutilizinganearmissincidentdatabaseforsafetyassessmentofautonomousdrivingsystems,W4416184243,10.1109/iavvc61942.2025.11219497,Identification of Risk Scenario Parameters Utilizing a Near-Miss Incident Database for Safety Assessment of Autonomous Driving Systems,2025,2025-09-30,,article,0,Knowledge-driven,predicted,1,0.8374,0.3964,0.7612,False,,auto-discovered,"Ensuring the safety of Automated Driving Systems (ADS) prior to their deployment on public roads is of paramount importance, particularly given the complexity and variability of real-world traffic environments. Effective safety assessment requires the careful selection of test scenarios that accurately reflect the system's operational design domain. For ADS operating along fixed routes—such as autonomous buses—vehicle behaviors and road environments can be analyzed in conjunction with traffic accident statistics to derive representative risk scenarios. However, such scenarios are often described in broad terms due to limitations in the available data, lacking the granularity needed for rigorous safety validation. To address this issue, it is essential to define specific scenario parameters that represent potential risk conditions. Although expert knowledge can aid in this process, it is inherently subjective and poses challenges for systematic prioritization of scenarios. To mitigate these limitations, this paper employs a near-miss incident database derived from human-driven vehicles, based on the premise that both ADS and human drivers navigate under similar real-world conditions. By analyzing patterns within this database, it becomes possible to identify scenario parameters objectively. This paper applied the proposed methodology to typical accident patterns, confirming the feasibility of identifying key scenario parameters associated with elevated safety risk. The results contribute to the development of more reliable and efficient scenario-based safety assessments for ADS.",,,,,,,,,
title:bridgingdatadrivenandknowledgedrivenapproachesforsafetycriticalscenariogenerationinautomatedvehiclevalidation,W4388890750,10.48550/arxiv.2311.10937,Bridging Data-Driven and Knowledge-Driven Approaches for Safety-Critical Scenario Generation in Automated Vehicle Validation,2023,2023-11-18,arXiv (Cornell University),preprint,1,Knowledge-driven,predicted,1,0.8288,0.5085,0.7722,False,,auto-discovered,"Automated driving vehicles~(ADV) promise to enhance driving efficiency and safety, yet they face intricate challenges in safety-critical scenarios. As a result, validating ADV within generated safety-critical scenarios is essential for both development and performance evaluations. This paper investigates the complexities of employing two major scenario-generation solutions: data-driven and knowledge-driven methods. Data-driven methods derive scenarios from recorded datasets, efficiently generating scenarios by altering the existing behavior or trajectories of traffic participants but often falling short in considering ADV perception; knowledge-driven methods provide effective coverage through expert-designed rules, but they may lead to inefficiency in generating safety-critical scenarios within that coverage. To overcome these challenges, we introduce BridgeGen, a safety-critical scenario generation framework, designed to bridge the benefits of both methodologies. Specifically, by utilizing ontology-based techniques, BridgeGen models the five scenario layers in the operational design domain (ODD) from knowledge-driven methods, ensuring broad coverage, and incorporating data-driven strategies to efficiently generate safety-critical scenarios. An optimized scenario generation toolkit is developed within BridgeGen. This expedites the crafting of safety-critical scenarios through a combination of traditional optimization and reinforcement learning schemes. Extensive experiments conducted using Carla simulator demonstrate the effectiveness of BridgeGen in generating diverse safety-critical scenarios.",,,,,,,,,
title:protocolfortheextractionofsafetycriticalautomateddrivingscenarios,W7163397734,10.2139/ssrn.6864939,Protocol for the Extraction of Safety Critical Automated Driving Scenarios,2026,2026-01-01,SSRN Electronic Journal,preprint,0,Knowledge-driven,predicted,1,0.8034,0.4103,0.7351,False,,auto-discovered,,,,,,,,,,
title:scenariometricsforthesafetyassuranceframeworkofautomatedvehiclesareviewofitsapplication,W4414209257,10.3390/vehicles7030100,Scenario Metrics for the Safety Assurance Framework of Automated Vehicles: A Review of Its Application,2025,2025-09-13,Vehicles,article,2,Knowledge-driven,predicted,1,0.7156,0.4386,0.7231,False,,auto-discovered,"Ensuring the safety of Automated Driving Systems (ADSs) requires structured and transparent validation processes. Scenario-based testing has emerged as a widely adopted approach, enabling the targeted assessment of system behavior under diverse and challenging conditions. To offer a structured approach for scenario-based safety assurance, the European SUNRISE project developed the Safety Assurance Framework (SAF), which comprises stages such as scenario creation, allocation, execution, evaluation, decision-making, and in-service monitoring and reporting. Central to the SAF are scenario metrics, which quantify aspects such as coverage, criticality, and complexity and support evidence for safety cases. This paper provides a comprehensive overview of scenario-based scenario metrics relevant to ADS safety assessments. We categorize six core metric types: completeness, coverage, criticality, diversity/dissimilarity, exposure, and complexity. We explain their roles across the difference SAF components. This paper also discusses interdependencies among metrics, implementation challenges, and gaps where further research is needed, particularly in metric validation, aggregation, and standardization. By clarifying the landscape of scenario metrics and their application within the SAF, this work aims to support both practitioners and researchers in advancing scalable, data-driven safety assurance for ADSs.",,,,,,,,,
title:industrypracticesforchallengingautonomousdrivingsystemswithcriticalscenarios,W4390751909,10.1145/3640334,Industry Practices for Challenging Autonomous Driving Systems with Critical Scenarios,2024,2024-01-11,ACM Transactions on Software Engineering and Methodology,article,15,Knowledge-driven,predicted,1,0.7317,0.3556,0.7282,False,,auto-discovered,"Testing autonomous driving systems for safety and reliability is essential, yet complex. A primary challenge is identifying relevant test scenarios, especially the critical ones that may expose hazards or harm to autonomous vehicles and other road users. Although numerous approaches and tools for critical scenario identification are proposed, the industry practices for selection, implementation, and evaluation of approaches, are not well understood. Therefore, we aim at exploring practical aspects of how autonomous driving systems are tested, particularly the identification and use of critical scenarios. We interviewed 13 practitioners from 7 companies in autonomous driving in Sweden. We used thematic modeling to analyse and synthesize the interview data. As a result, we present 9 themes of practices and 4 themes of challenges related to critical scenarios. Our analysis indicates there is little joint effort in the industry, despite every approach has its own limitations, and tools and platforms are lacking. To that end, we recommend the industry and academia combine different approaches, collaborate among different stakeholders, and continuously learn the field. The contributions of our study are exploration and synthesis of industry practices and related challenges for critical scenario identification and testing, and potential increase of industry relevance for future studies.",,,,,,,,,
title:simulationbasedlogicalscenariogenerationandanalysismethodologyforevaluationofautonomousdrivingsystems,W4408181511,10.1109/access.2025.3548906,Simulation-Based Logical Scenario Generation and Analysis Methodology for Evaluation of Autonomous Driving Systems,2025,2025-01-01,IEEE Access,article,2,Knowledge-driven,predicted,1,0.7087,0.3516,0.7118,False,,auto-discovered,"The safety of autonomous driving systems (ADSs) must be assessed through different scenarios before ADSs can be deployed. Scenario representation is a method to condense the infinite number of scenarios that can occur in real-world traffic into a finite set to facilitate testing. The scenarios are categorized into four levels: functional, abstract, logical, and concrete. A logical scenario is one in which the parameters representing the scenario are defined in the form of ranges. Research has been conducted on real-world traffic to derive reasonable ranges for logical scenario parameters. However, such studies incur elevated costs for scenario detection, lack consideration of hazardous situations, and suffer from driving style–related and regional biases in data. Therefore, this study introduces a simulation software–based method to overcome the cost and data bias problems while generating logical scenarios that account for both normal and hazardous situations. The proposed method involves analyzing the results for three of the scenarios specified in the ISO 34502 standard and qualitatively validating the findings against results from studies using real-world vehicle data.",,,,,,,,,
title:integratingdatadrivenandknowledgedrivenmethodologiesforsafetycriticalscenariogenerationinautonomousvehiclevalidation,W4403864808,10.1109/qrs-c63300.2024.00129,Integrating Data-Driven and Knowledge-Driven Methodologies for Safety-Critical Scenario Generation in Autonomous Vehicle Validation,2024,2024-07-01,,article,3,Knowledge-driven,predicted,1,0.7415,0.3903,0.712,False,,auto-discovered,"Autonomous driving systems (ADS) enhance driving safety and efficiency but face significant challenges in safety-critical scenarios, necessitating thorough pre-deployment validation. Traditional knowledge-driven scenario generation methods are detailed yet slow and often insufficient for comprehensive ADS domain coverage. Conversely, data-driven approaches, employing real-world data and deep learning, offer efficiency but consume extensive computational resources and focus mainly on isolated domains. This paper introduces BridgeGen, a novel framework that integrates these methodologies to overcome their limitations. BridgeGen uses an ontology-based approach to convert abstract human knowledge into structured, symbol-based spatial constraints for efficient cross-domain exploration. Extensively tested with the Carla simulator, BridgeGen efficiently generates a diverse array of critical safety scenarios essential for robust ADS validation. Within this framework, we developed a scenario generation toolkit based on the ontology-based concept, assessing single-objective (PPO and PSO) and multi-objective (NSGA-II -DT) optimization algorithms. Our results indicate that PPO and PSO enhance critical scenario generation by 1.61 and 1.41 times, respectively, compared to baseline algorithms. NSGA-II -DT, used for multi-objective optimization, improves search quality and efficiency by 1.22 times, effectively avoiding local optima and ensuring broader scenario coverage.",,,,,,,,,
title:oddandbehaviorbasedapproachtoscenariocoverageforautomateddrivingsystemstesting,W7131099619,10.1109/access.2026.3665396,ODD and Behavior-Based Approach to Scenario Coverage for Automated Driving Systems Testing,2026,2026-01-01,IEEE Access,article,0,Knowledge-driven,predicted,1,0.6675,0.3701,0.6915,False,,auto-discovered,"The safe deployment of Automated Driving Systems (ADS) depends on rigorous safety assurance testing. Scenario-based testing has emerged as a key methodology, targeting edge cases and safety-critical situations that ADS may encounter. While previous research has primarily focused on defining these situations, known as scenarios, a significant gap remains in evaluating the completeness of the scenario sets used for testing. This work addresses that gap by introducing a structured, multi-level coverage framework designed to systematically assess whether a given scenario set comprehensively tests the conditions within the system’s Operational Design Domain (ODD). The framework defines four coverage metrics: (1) scenario attribute range, (2) ODD and behaviour competency coverage, (3) out-of-ODD cases, and (4) rules of the road compliance. The proposed methodology leverages a modular simulation framework with an integrated analysis engine to facilitate attribute range exploration. It evaluates the test suite against the system’s ODD attributes, including relevant combinations; tests the system in out-of-ODD scenarios; and applies scenario–rule matching techniques to assess compliance with rules of the road. The proposed framework’s effectiveness is demonstrated through a case study involving an Automated Lane Keeping System (ALKS). Results highlight its ability to identify safety-critical scenarios, verify ODD coverage, assess out-of-ODD responses, and ensure regulatory compliance. This work advances the analysis phase of the safety performance assurance process and supports the standardisation of ADS verification and validation, contributing to their safe and trustworthy deployment.",,,,,,,,,
title:graspingcausalityfortheexplanationofcriticalityforautomateddriving,W4408859486,10.1109/access.2025.3555177,Grasping Causality for the Explanation of Criticality for Automated Driving,2025,2025-01-01,IEEE Access,article,3,Knowledge-driven,predicted,1,0.7596,0.4071,0.7,False,,auto-discovered,"Safeguarding automated driving systems at SAE levels 4 and 5 is a multi faceted challenge, for which classical distance-based approaches become infeasible. To alleviate this, contemporary scenario-based approaches suggest a decomposition into scenario classes combined with the statistical analysis of these classes regarding their criticality. Unfortunately, relying solely on associative statistics may fail to recognize the causalities leading to critical scenarios. These scenarios are prerequisite for the scenario-based development of safe automated driving systems. As to incorporate causal knowledge within the development process, this work introduces a formalization of causal queries. Answering these facilitates a causal understanding of safety-relevant influencing factors. This formalized causal knowledge can be used to specify and implement safety principles that provably reduce their associated criticality. Based on Judea Pearl’s causal theory, we define a causal relation as a causal structure together with a context, both related to a suitable domain ontology. The focus lies on modeling the effect of such influencing factors on criticality as measured by appropriate criticality metrics. Our main example is a causal relation for the influencing factor ‘reduced coefficient of friction’ and its effect on the Brake-Threat-Number. As availability and quality of data are important to answer the causal queries, we also discuss requirements on real-world and synthetic data acquisition. Overall, this work contributes to establish formal causal considerations within the safety process for automated driving systems.",,,,,,,,,
title:criticalscenariotechniquesforautomatedvehiclesliteraturereview,W4327519667,10.11128/arep.21.a2124,Critical Scenario Techniques for Automated Vehicles: Literature Review,2023,2023-01-01,,article,0,Knowledge-driven,predicted,1,0.6798,0.3705,0.7176,False,,auto-discovered,"As Automated Driving Systems (ADS) become more widely used, there is rising worry regarding their safety and security.Traditional verification techniques, such as evaluating the vehicle's performance over a certain number of miles or kilometres, are insufficient to assess ADS risk.Instead, alternate approaches, such as scenario-based testing, which involves assessing the vehicle's performance in simulated situations that match real-world settings, are required to determine the system's safety and performance.This article presents a literature review on the importance of critical scenario analysis in ensuring the safety and reliability of ADS.Critical scenario analysis is a complete approach for identifying, quantifying, prioritising, selecting, and validating the most critical situations for ADS development and testing.ADS can reduce the frequency of accidents and fatalities caused by human error.Through this literature review, readers will understand the importance and benefits of critical scenario analysis methods and approaches, allowing them to systematically evaluate risks and opportunities and better comprehend the potential outcomes of future scenarios.",,,,,,,,,
title:oddandbehaviorbasedscenariogenerationforautomateddrivingsystems,W4390604444,10.1109/access.2024.3350512,ODD and Behavior Based Scenario Generation for Automated Driving Systems,2024,2024-01-01,IEEE Access,article,19,Knowledge-driven,predicted,1,0.676,0.3939,0.707,False,,auto-discovered,"Automated Driving Systems (ADSs) bring many benefits, however their safety assurance poses challenges. Scenario-based testing has been proposed. To provide strong safety evidence for their safety assurance, the scenario-based testing process needs to consider the Operational Design Domain (ODD) of the systems, ODD combined with the behavioural elements can provide a foundation for the scenario generation workflow due to common domain elements between ODDs and scenarios. Based on such background, this paper introduces a novel framework to generate scenarios specifically target on testing the system’s claimed ODD. It includes the process going from the system’s ODD and behaviour competency, to logical scenarios generation utilising scenario construct rule sets, and to the concretisation of the logical scenarios into concrete scenarios. This paper also draws link towards the part II of the paper series, which illustrates a novel approach for scenario coverage analysis.",,,,,,,,,
title:ontologybasedscenariogenerationforautomateddrivingsystemsverificationandvalidationusingrulesoftheroad,W4392796583,10.1109/tiv.2024.3377534,Ontology-based Scenario Generation for Automated Driving Systems Verification and Validation using Rules of the Road,2024,2024-01-01,IEEE Transactions on Intelligent Vehicles,article,9,Knowledge-driven,predicted,1,0.6893,0.5244,0.7051,False,,auto-discovered,"The verification and validation (V&V) process for Automated Driving Systems (ADS) has undergone a significant transformation in defining the meaning of safety. Initially rooted in the quantity of miles driven, it has now shifted towards emphasizing the quality of test miles. These test miles must effectively capture the full spectrum of behaviours and operational design domains (ODD) of the ADS. To assess an ADS's compliance with specific rules or requirements, a connection must be established between the rules and the scenarios used for testing. In this paper, we propose a targeted scenario generation methodology aimed at testing ADS against formal rules. Our approach leverages ontologies to represent objects and their relationships in a scenario. The rules, are first formally specified, expressed as horn clauses. We then employ a rule transformation process, along with off-the-shelf reasoning tools, to generate corresponding scenarios. These generated scenarios may then utilized to test the ADS's adherence to the specified rules. To illustrate the effectiveness of our methodology, we present an application to example rules derived from both the UK Highway Code and the Vienna Conventions. By utilizing our approach, we enhance the precision and rigor of the verification and validation flow for ADS, ensuring improved safety measures during operation.",,,,,,,,,
title:acquiredrivingscenariosefficientlyaframeworkforprospectiveassessmentofcostoptimalscenarioacquisition,W4391769541,10.1109/itsc57777.2023.10422027,Acquire Driving Scenarios Efficiently: A Framework for Prospective Assessment of Cost-Optimal Scenario Acquisition,2023,2023-09-24,,article,6,Knowledge-driven,predicted,1,0.6836,0.3788,0.712,False,,auto-discovered,"Scenario-based testing is becoming increasingly important in safety assurance for automated driving. However, comprehensive and sufficiently complete coverage of the scenario space requires significant effort and resources if using only real-world data. To address this issue, driving scenario generation methods are developed and used more frequently, but the benefit of substituting generated data for real-world data has not yet been quantified. Additionally, the coverage of a set of concrete scenarios within a given logical scenario space has not been predicted yet. This paper proposes a methodology to quantify the cost-optimal usage of scenario generation approaches to reach a certainly complete scenario space coverage under given quality constraints and parametrization. Therefore, individual process steps for scenario generation and usage are investigated and evaluated using a meta model for the abstraction of knowledge-based and data-driven methods. Furthermore, a methodology is proposed to fit the meta model including the prediction of reachable complete coverage, quality criteria, and costs. Finally, the paper exemplary examines the suitability of a hybrid generation model under technical, economical, and quality constraints in comparison to different real-world scenario mining methods.",,,,,,,,,
title:perceptiondatasetsforanomalydetectioninautonomousdrivingasurvey,W4319453531,10.48550/arxiv.2302.02790,Perception Datasets for Anomaly Detection in Autonomous Driving: A Survey,2023,2023-02-06,arXiv (Cornell University),preprint,2,Perception-related,predicted,1,0.7537,0.3195,0.8047,False,,auto-discovered,"Deep neural networks (DNN) which are employed in perception systems for autonomous driving require a huge amount of data to train on, as they must reliably achieve high performance in all kinds of situations. However, these DNN are usually restricted to a closed set of semantic classes available in their training data, and are therefore unreliable when confronted with previously unseen instances. Thus, multiple perception datasets have been created for the evaluation of anomaly detection methods, which can be categorized into three groups: real anomalies in real-world, synthetic anomalies augmented into real-world and completely synthetic scenes. This survey provides a structured and, to the best of our knowledge, complete overview and comparison of perception datasets for anomaly detection in autonomous driving. Each chapter provides information about tasks and ground truth, context information, and licenses. Additionally, we discuss current weaknesses and gaps in existing datasets to underline the importance of developing further data.",,,,,,,,,
title:ad4adbenchmarkingvisualanomalydetectionmodelsforsaferautonomousdriving,W7154701461,10.48550/arxiv.2604.15291,AD4AD: Benchmarking Visual Anomaly Detection Models for Safer Autonomous Driving,2026,2026-04-16,arXiv (Cornell University),preprint,0,Perception-related,predicted,1,0.8036,0.4375,0.7725,True,current-year zero-citation preprint,auto-discovered,"The reliability of a machine vision system for autonomous driving depends heavily on its training data distribution. When a vehicle encounters significantly different conditions, such as atypical obstacles, its perceptual capabilities can degrade substantially. Unlike many domains where errors carry limited consequences, failures in autonomous driving translate directly into physical risk for passengers, pedestrians, and other road users. To address this challenge, we explore Visual Anomaly Detection (VAD) as a solution. VAD enables the identification of anomalous objects not present during training, allowing the system to alert the driver when an unfamiliar situation is detected. Crucially, VAD models produce pixel-level anomaly maps that can guide driver attention to specific regions of concern without requiring any prior assumptions about the nature or form of the hazard. We benchmark eight state-of-the-art VAD methods on AnoVox, the largest synthetic dataset for anomaly detection in autonomous driving. In particular, we evaluate performance across four backbone architectures spanning from large networks to lightweight ones such as MobileNet and DeiT-Tiny. Our results demonstrate that VAD transfers effectively to road scenes. Notably, Tiny-Dinomaly achieves the best accuracy-efficiency trade-off for edge deployment, matching full-scale localization performance at a fraction of the memory cost. This study represents a concrete step toward safer, more responsible deployment of autonomous vehicles, ultimately improving protection for passengers, pedestrians, and all road users.",,,,,,,,,
title:cornercasedetectionusingmultimodalinformationinautonomousdriving,W7155101300,10.1109/icara69401.2026.11480286,Corner Case Detection Using Multi-Modal Information in Autonomous Driving,2026,2026-02-05,,article,0,Perception-related,predicted,1,0.7037,0.3273,0.7696,False,,auto-discovered,"Safety assurance is a critical aspect of autonomous driving systems, where the perception module often fails to handle rare yet accident-prone objects or scenes, known as corner cases, due to incomplete training data. These corner cases frequently lead to detection failures and erroneous decisions, posing significant risks to both driving efficiency and safety. Recent efforts have introduced closed-loop continuous learning frameworks that leverage sensor-based detection to identify highrisk corner cases and iteratively improve perception performance. However, such approaches remain constrained by sensor modality limitations, high data processing costs, and limited data diversity. To address these challenges, we propose a multimodal generative corner case detection framework that leverages easily accessible and cost-efficient data sources to detect anomalous objects and scenes in real-world driving environments. Quantitative and qualitative evaluations on the public dataset demonstrate that our method achieves high robustness and actual usability.",,,,,,,,,
